index,N_object,Name,Algoritmos de clustering,samples,n_feats,k_real,k_GMM,distributions,compactness_factor,alpha_n,outliers,add_noise,level_0,index,silluette,bh,rtl,sd,db,xb,ch,dnn,mr,pb,rt,wg,c,UW
236,236,edisonn236.xlsx,GMM,5000,10,22,2:40,gamma,0.1,1,500,0,236,236,0.9657412386707572,0.972307803194954,0.9568948558555437,0.9553236642794437,0.3333911421905957,0.9657412386707572,0.3333911421905957,0.3333911421905957,0.9560743363716262,0.9591057995044115,0.3333911421905957,0.9633228162095114,0.3333911421905957,0.6360663908567347
237,237,edisonn237.xlsx,GMM,5000,10,22,2:40,gamma,0.1,5,500,0,237,237,0.9676901225473152,0.9629458224872219,0.957922326405623,0.9561052507909761,0.18665898242824847,0.9676901225473152,0.18665898242824847,0.18665898242824847,0.9571221028378893,0.9601768616320037,0.18665898242824847,0.9725812295005241,0.18665898242824847,0.3385691299149061
238,238,edisonn238.xlsx,GMM,5000,10,22,2:40,gamma,0.3,1,500,0,238,238,0.9547876947395584,0.9559802113620881,0.9494313267746939,0.9475956322131474,0.1895423562886194,0.9547876947395584,0.1895423562886194,0.1895423562886194,0.9485672214242873,0.9517131293198337,0.1895423562886194,0.9528524476193447,0.1895423562886194,0.5735425258446646
239,239,edisonn239.xlsx,GMM,5000,10,22,2:40,gamma,0.3,5,500,0,239,239,0.9675391724375033,0.9603928308836229,0.9578872520761121,0.9560311375066477,0.3556838648650113,0.9675391724375033,0.3556838648650113,0.3556838648650113,0.9569165518863415,0.9597428260674967,0.3556838648650113,0.9724301145670138,0.3556838648650113,0.3385691299149061
240,240,edisonn240.xlsx,GMM,5000,10,23,2:40,gamma,0.1,1,500,0,240,240,0.9545965667729337,0.9647737849040463,0.9545965667729337,0.9545965667729337,0.9522986257313608,0.9545965667729337,0.9630801603695393,0.475422905001967,0.9545965667729337,0.37426001380780666,0.9545965667729337,0.9545965667729337,0.9545965667729337,0.3729780436985501
241,241,edisonn241.xlsx,GMM,5000,10,23,2:40,gamma,0.1,5,500,0,241,241,0.9546073377023445,0.9716834324423157,0.9546073377023445,0.9546073377023445,0.9597561326825648,0.9546073377023445,0.9630138104588698,0.47546707471348926,0.9546073377023445,0.1871472886528233,0.9546073377023445,0.9546073377023445,0.9546073377023445,0.8594949120744996
242,242,edisonn242.xlsx,GMM,5000,10,23,2:40,gamma,0.3,1,500,0,242,242,0.9544306489091342,0.9645850800445456,0.9544306489091342,0.9544306489091342,0.9532585158512356,0.9544306489091342,0.9630591674824872,0.47457200996248533,0.9544306489091342,0.18745565608068335,0.9544306489091342,0.9544306489091342,0.9544306489091342,0.3531827239311708
243,243,edisonn243.xlsx,GMM,5000,10,23,2:40,gamma,0.3,5,500,0,243,243,0.954834111835898,0.9717014267422004,0.954834111835898,0.954834111835898,0.9559820711351213,0.954834111835898,0.9629486276206847,0.4730491191142239,0.954834111835898,0.1871472886528233,0.954834111835898,0.954834111835898,0.954834111835898,0.1871472886528243
244,244,edisonn244.xlsx,GMM,5000,10,24,2:40,gamma,0.1,1,500,0,244,244,0.9583209731394514,0.950765574066565,0.9583209731394514,0.9583209731394514,0.9544859423657024,0.9583209731394514,0.9585110520628651,0.4559022130249281,0.9583209731394514,0.17860649960676117,0.9583209731394514,0.9583209731394514,0.9583209731394514,0.5039145133158275
245,245,edisonn245.xlsx,GMM,5000,10,24,2:40,gamma,0.1,5,500,0,245,245,0.9568932085829317,0.9781617759112458,0.9568932085829317,0.9568932085829317,0.9495145014237902,0.9568932085829317,0.965955090331309,0.4466081910882895,0.9568932085829317,0.1824057379433303,0.9568932085829317,0.9568932085829317,0.9568932085829317,0.1824057379433301
246,246,edisonn246.xlsx,GMM,5000,10,24,2:40,gamma,0.3,1,500,0,246,246,0.9474805733589886,0.9509026092687632,0.9474805733589886,0.9474805733589886,0.93488975636574,0.9474805733589886,0.9541761830273001,0.4664859906472683,0.9474805733589886,0.17860649960676117,0.9474805733589886,0.9474805733589886,0.9474805733589886,0.1786064996067612
247,247,edisonn247.xlsx,GMM,5000,10,24,2:40,gamma,0.3,5,500,0,247,247,0.9570255964462593,0.9701687435025113,0.9570255964462593,0.9570255964462593,0.9610266104059819,0.9570255964462593,0.965447154811251,0.4466081910882895,0.9570255964462593,0.1824057379433303,0.9570255964462593,0.9570255964462593,0.9570255964462593,0.1824057379433301
248,248,edisonn248.xlsx,GMM,5000,10,25,2:40,gamma,0.1,1,500,0,248,248,0.9588274345556138,0.9517691309979146,0.9588274345556138,0.9588274345556138,0.9472308477616236,0.9588274345556138,0.9607896580849827,0.46286108514660806,0.9588274345556138,0.17902029879932413,0.9588274345556138,0.9588274345556138,0.9588274345556138,0.3668559011845055
249,249,edisonn249.xlsx,GMM,5000,10,25,2:40,gamma,0.1,5,500,0,249,249,0.9577128372463539,0.9633963265050025,0.9577128372463539,0.9577128372463539,0.9454359704518869,0.9577128372463539,0.9671712823029193,0.4614655139242354,0.9577128372463539,0.18169738025954682,0.9577128372463539,0.9577128372463539,0.9577128372463539,0.1816973802595477
250,250,edisonn250.xlsx,GMM,5000,10,25,2:40,gamma,0.3,1,500,0,250,250,0.9458306087602311,0.8790110170579667,0.9458306087602311,0.941331881749422,0.1790202987993241,0.1790202987993241,0.1790202987993241,0.1790202987993241,0.9458306087602311,0.6939059963813416,0.1790202987993241,0.9486026336510718,0.9486026336510718,0.4618192383440636
251,251,edisonn251.xlsx,GMM,5000,10,25,2:40,gamma,0.3,5,500,0,251,251,0.9559675509819163,0.8498852206134209,0.9559675509819163,0.9544344914588878,0.18169738025954682,0.18169738025954682,0.18169738025954682,0.18169738025954682,0.9559675509819163,0.7207357072100055,0.18169738025954682,0.9587460183950234,0.9587460183950234,0.1816973802595477
252,252,edisonn252.xlsx,GMM,5000,10,26,2:40,gamma,0.1,1,500,0,252,252,0.957464191953339,0.8576558594189295,0.957464191953339,0.9560511120055052,0.17890917087346767,0.17890917087346767,0.17890917087346767,0.17890917087346767,0.957464191953339,0.6732797038156817,0.17890917087346767,0.960391581347622,0.960391581347622,0.1789091708734679
253,253,edisonn253.xlsx,GMM,5000,10,26,2:40,gamma,0.1,5,500,0,253,253,0.9567813656596519,0.8681765917782849,0.9567813656596519,0.9551470253987395,0.1810614374247666,0.1810614374247666,0.1810614374247666,0.1810614374247666,0.9567813656596519,0.6662574419378204,0.1810614374247666,0.9595681021840835,0.9595681021840835,0.4487628428789939
254,254,edisonn254.xlsx,GMM,5000,10,26,2:40,gamma,0.3,1,500,0,254,254,0.9525718706463525,0.8550598761456413,0.9525718706463525,0.9510705208946214,0.17890917087346767,0.17890917087346767,0.17890917087346767,0.17890917087346767,0.9525718706463525,0.7029445101395377,0.17890917087346767,0.9553556588942442,0.9553556588942442,0.1789091708734679
255,255,edisonn255.xlsx,GMM,5000,10,26,2:40,gamma,0.3,5,500,0,255,255,0.9565338152344869,0.8718714059791894,0.9565338152344869,0.9552194145285909,0.1810614374247666,0.1810614374247666,0.1810614374247666,0.1810614374247666,0.9565338152344869,0.6662574419378204,0.1810614374247666,0.9593694237425877,0.9593694237425877,0.4572216680558836
256,256,edisonn256.xlsx,GMM,5000,10,27,2:40,gamma,0.1,1,500,0,256,256,0.9589610364398954,0.863230627538261,0.9589610364398954,0.95753261698065,0.3450450850506931,0.3450450850506931,0.3450450850506931,0.3450450850506931,0.9589610364398954,0.707198470031833,0.3450450850506931,0.9616124060461078,0.9616124060461078,0.3299044210853604
257,257,edisonn257.xlsx,GMM,5000,10,27,2:40,gamma,0.1,5,500,0,257,257,0.9564670432328817,0.8659229216937075,0.9564670432328817,0.9547350848302304,0.18383456075011415,0.18383456075011415,0.18383456075011415,0.18383456075011415,0.9564670432328817,0.6898426625248373,0.18383456075011415,0.9593528871604186,0.9593528871604186,0.3411451664041894
258,258,edisonn258.xlsx,GMM,5000,10,27,2:40,gamma,0.3,1,500,0,258,258,0.9587686349363458,0.86791247980088,0.9587686349363458,0.951942792567755,0.34359179396190787,0.34359179396190787,0.34359179396190787,0.34359179396190787,0.9587686349363458,0.6987403009112715,0.34359179396190787,0.9617544180700978,0.9617544180700978,0.3286317806908294
259,259,edisonn259.xlsx,GMM,5000,10,27,2:40,gamma,0.3,5,500,0,259,259,0.9562719688810666,0.8405420578973712,0.9562719688810666,0.9546184866548237,0.18383456075011415,0.18383456075011415,0.18383456075011415,0.18383456075011415,0.9562719688810666,0.6758811537740699,0.18383456075011415,0.9595605563638123,0.9595605563638123,0.1838345607501149
260,260,edisonn260.xlsx,GMM,5000,10,28,2:40,gamma,0.1,1,500,0,260,260,0.9660693730134563,0.8604213394185681,0.9582011424808039,0.9489715540743365,0.17631715104905762,0.17631715104905762,0.17631715104905762,0.17631715104905762,0.9574512479019726,0.9241099146080448,0.17631715104905762,0.9582011424808039,0.17631715104905762,0.4480018000577926
261,261,edisonn261.xlsx,GMM,5000,10,28,2:40,gamma,0.1,5,500,0,261,261,0.9522376314880742,0.8412734827991396,0.954981982424583,0.9449341012816665,0.1845636330640998,0.1845636330640998,0.1845636330640998,0.1845636330640998,0.9543548521436669,0.9210435325370003,0.1845636330640998,0.954981982424583,0.1845636330640998,0.1845636330640998
262,262,edisonn262.xlsx,GMM,5000,10,28,2:40,gamma,0.3,1,500,0,262,262,0.9660818933913016,0.8586108506545264,0.9581818530226203,0.9440549137761198,0.17631715104905762,0.17631715104905762,0.17631715104905762,0.17631715104905762,0.957170602742061,0.9367196983886672,0.17631715104905762,0.9581818530226203,0.17631715104905762,0.1763171510490576
263,263,edisonn263.xlsx,GMM,5000,10,28,2:40,gamma,0.3,5,500,0,263,263,0.9579275499916863,0.8618939086691288,0.9551920040135469,0.9452019037393312,0.1845636330640998,0.1845636330640998,0.1845636330640998,0.1845636330640998,0.9543281760070726,0.8897064019912619,0.1845636330640998,0.9551920040135469,0.1845636330640998,0.1845636330640998
264,264,edisonn264.xlsx,GMM,5000,10,29,2:40,gamma,0.1,1,500,0,264,264,0.9600279756238655,0.8473828222080427,0.9596083180756164,0.9502138532665477,0.17386014576435488,0.17386014576435488,0.17386014576435488,0.17386014576435488,0.9585779310870521,0.9201968028173291,0.17386014576435488,0.9596083180756164,0.17386014576435488,0.2727658786221262
265,265,edisonn265.xlsx,GMM,5000,10,29,2:40,gamma,0.1,5,500,0,265,265,0.9727294650274916,0.8839933416691172,0.9568208777645997,0.94646548007632,0.18174919423634178,0.18174919423634178,0.18174919423634178,0.18174919423634178,0.9558765409123273,0.9368146896855547,0.18174919423634178,0.9568208777645997,0.18174919423634178,0.1817491942363417
266,266,edisonn266.xlsx,GMM,5000,10,29,2:40,gamma,0.3,1,500,0,266,266,0.9606280577188977,0.8670052749666054,0.9594546438125932,0.9247802239033823,0.17386014576435488,0.17386014576435488,0.17386014576435488,0.17386014576435488,0.9590647127624452,0.9219444853067527,0.17386014576435488,0.9594546438125932,0.17386014576435488,0.739820872289902
267,267,edisonn267.xlsx,GMM,5000,10,29,2:40,gamma,0.3,5,500,0,267,267,0.9724219457404657,0.891507133737753,0.9568355005643614,0.9467724973230033,0.18174919423634178,0.18174919423634178,0.18174919423634178,0.18174919423634178,0.9557123483276578,0.9266344987727289,0.18174919423634178,0.9568355005643614,0.18174919423634178,0.1817491942363417
268,268,edisonn268.xlsx,GMM,5000,10,30,2:40,gamma,0.1,1,500,0,268,268,0.9651493577278615,0.8520386701293621,0.9602467509317079,0.9501738526114963,0.1734964363571916,0.1734964363571916,0.1734964363571916,0.1734964363571916,0.9592538356074131,0.9227938649284121,0.1734964363571916,0.9602467509317079,0.1734964363571916,0.1734964363571916
269,269,edisonn269.xlsx,GMM,5000,10,30,2:40,gamma,0.1,5,500,0,269,269,0.9576951668641502,0.8428886789181914,0.9557175217482388,0.9514232468564064,0.1707083533600204,0.1707083533600204,0.1707083533600204,0.1707083533600204,0.9604203615489932,0.8976707237810024,0.1707083533600204,0.9557175217482388,0.1707083533600204,0.3760815180120375
270,270,edisonn270.xlsx,GMM,5000,10,30,2:40,gamma,0.3,1,500,0,270,270,0.9546019472086671,0.859021038092745,0.9492967814811107,0.945690895558559,0.1734964363571916,0.9492967814811107,0.1734964363571916,0.1734964363571916,0.9492967814811107,0.9531104729633947,0.1734964363571916,0.9492967814811107,0.1734964363571916,0.4159192421706666
271,271,edisonn271.xlsx,GMM,5000,10,30,2:40,gamma,0.3,5,500,0,271,271,0.9595992781889334,0.8542463886496958,0.9586849019496301,0.9557788813968218,0.1707083533600204,0.9586849019496301,0.1707083533600204,0.1707083533600204,0.9586849019496301,0.9475487284618814,0.1707083533600204,0.9586849019496301,0.1707083533600204,0.5561061565500395
272,272,edisonn272.xlsx,GMM,5000,10,31,2:40,gamma,0.1,1,500,0,272,272,0.9601511748468461,0.882484251035825,0.959368986021578,0.9556435489531874,0.17102741061312424,0.959368986021578,0.17102741061312424,0.17102741061312424,0.959368986021578,0.954114523494074,0.17102741061312424,0.959368986021578,0.17102741061312424,0.3503163063301279
273,273,edisonn273.xlsx,GMM,5000,10,31,2:40,gamma,0.1,5,500,0,273,273,0.9609257121801039,0.8383483495710995,0.9600045757931948,0.9567348671891007,0.16828216422489922,0.9600045757931948,0.16828216422489922,0.16828216422489922,0.9600045757931948,0.9489840832011431,0.16828216422489922,0.9600045757931948,0.16828216422489922,0.1682821642248992
274,274,edisonn274.xlsx,GMM,5000,10,31,2:40,gamma,0.3,1,500,0,274,274,0.9599384818840375,0.8747308629406034,0.9591576351792938,0.9558801992992868,0.17102741061312424,0.9591576351792938,0.17102741061312424,0.17102741061312424,0.9591576351792938,0.9556032164858226,0.17102741061312424,0.9591576351792938,0.17102741061312424,0.1710274106131242
275,275,edisonn275.xlsx,GMM,5000,10,31,2:40,gamma,0.3,5,500,0,275,275,0.96111435445277,0.8736624764502272,0.960211632133045,0.9569675567902713,0.16828216422489922,0.960211632133045,0.16828216422489922,0.16828216422489922,0.960211632133045,0.9384062974469971,0.16828216422489922,0.960211632133045,0.16828216422489922,0.1682821642248992
276,276,edisonn276.xlsx,GMM,5000,10,32,2:40,gamma,0.1,1,500,0,276,276,0.9612547775075732,0.8424667823290234,0.9603779989312853,0.9565135154458547,0.16933218222083793,0.9603779989312853,0.16933218222083793,0.16933218222083793,0.9603779989312853,0.9356555344979895,0.16933218222083793,0.9603779989312853,0.16933218222083793,0.4288979554239061
277,277,edisonn277.xlsx,GMM,5000,10,32,2:40,gamma,0.1,5,500,0,277,277,0.9618179297823234,0.8759978213869459,0.9609539514212165,0.9577112983584839,0.167188202702094,0.9609539514212165,0.167188202702094,0.167188202702094,0.9609539514212165,0.9620257072961196,0.167188202702094,0.9609539514212165,0.167188202702094,0.167188202702094
278,278,edisonn278.xlsx,GMM,5000,10,32,2:40,gamma,0.3,1,500,0,278,278,0.961083704737477,0.8532570690670049,0.9601264088389998,0.9567719914935453,0.3213760670661283,0.9601264088389998,0.3213760670661283,0.3213760670661283,0.9601264088389998,0.9511279584225442,0.3213760670661283,0.9601264088389998,0.3213760670661283,0.1693321822208379
279,279,edisonn279.xlsx,GMM,5000,10,32,2:40,gamma,0.3,5,500,0,279,279,0.9619209352005674,0.872685922667016,0.9611151436419318,0.9575068131238151,0.167188202702094,0.9611151436419318,0.167188202702094,0.167188202702094,0.9611151436419318,0.948541484449948,0.167188202702094,0.9611151436419318,0.167188202702094,0.167188202702094
280,280,edisonn280.xlsx,GMM,5000,10,33,2:40,gamma,0.1,1,500,0,280,280,0.9618077492605,0.8716129106075078,0.9557359692897349,0.94944889516468,0.16696568766477962,0.9557359692897349,0.16696568766477962,0.16696568766477962,0.9557359692897349,0.9564634242366963,0.16696568766477962,0.9557359692897349,0.16696568766477962,0.1669656876647796
281,281,edisonn281.xlsx,GMM,5000,10,33,2:40,gamma,0.1,5,500,0,281,281,0.963986506687529,0.8646125342702291,0.9574759992235926,0.947163531732865,0.17268095342984893,0.9574759992235926,0.17268095342984893,0.17268095342984893,0.9574759992235926,0.9554180456034119,0.17268095342984893,0.9574759992235926,0.17268095342984893,0.1726809534298489
282,282,edisonn282.xlsx,GMM,5000,10,33,2:40,gamma,0.3,1,500,0,282,282,0.961780844988871,0.8793952712969585,0.9511136862368158,0.9363189395400168,0.16696568766477962,0.9511136862368158,0.16696568766477962,0.16696568766477962,0.9511136862368158,0.9582745689161621,0.16696568766477962,0.9511136862368158,0.16696568766477962,0.1669656876647796
283,283,edisonn283.xlsx,GMM,5000,10,33,2:40,gamma,0.3,5,500,0,283,283,0.9596715204376571,0.8523302863924431,0.9574260299489248,0.9470607302962197,0.17268095342984893,0.9574260299489248,0.17268095342984893,0.17268095342984893,0.9574260299489248,0.9561970449745256,0.17268095342984893,0.9574260299489248,0.17268095342984893,0.1726809534298489
284,284,edisonn284.xlsx,GMM,5000,10,34,2:40,gamma,0.1,1,500,0,284,284,0.9673599555703114,0.8905776380362372,0.9611248157486756,0.9506644421914343,0.16452498829981674,0.9611248157486756,0.16452498829981674,0.16452498829981674,0.9611248157486756,0.9678589770906169,0.16452498829981674,0.9611248157486756,0.16452498829981674,0.1645249882998167
285,285,edisonn285.xlsx,GMM,5000,10,34,2:40,gamma,0.1,5,500,0,285,285,0.9675120590313623,0.8700929241390359,0.9610826111009172,0.9508328105124153,0.16410647299272973,0.9610826111009172,0.16410647299272973,0.16410647299272973,0.9610826111009172,0.9479518692094789,0.16410647299272973,0.9610826111009172,0.16410647299272973,0.1641064729927297
286,286,edisonn286.xlsx,GMM,5000,10,34,2:40,gamma,0.3,1,500,0,286,286,0.967610634083321,0.8675372496124171,0.9609850428430048,0.9343143376595338,0.16452498829981674,0.9609850428430048,0.16452498829981674,0.16452498829981674,0.9609850428430048,0.9621490164732903,0.16452498829981674,0.9609850428430048,0.16452498829981674,0.1645249882998167
287,287,edisonn287.xlsx,GMM,5000,10,34,2:40,gamma,0.3,5,500,0,287,287,0.9674981486673077,0.8514540996415026,0.9607749873744452,0.9508973538974266,0.16410647299272973,0.9607749873744452,0.16410647299272973,0.16410647299272973,0.9607749873744452,0.9596795164342523,0.16410647299272973,0.9607749873744452,0.16410647299272973,0.1641064729927297
288,288,edisonn288.xlsx,GMM,5000,10,35,2:40,gamma,0.1,1,500,0,288,288,0.9633095697243076,0.8604477476770418,0.9591720933487824,0.9476991795111985,0.17070972978475787,0.9591720933487824,0.17070972978475787,0.17070972978475787,0.9591720933487824,0.9590351495418428,0.17070972978475787,0.9591720933487824,0.17070972978475787,0.1707097297847578
289,289,edisonn289.xlsx,GMM,5000,10,35,2:40,gamma,0.1,5,500,0,289,289,0.9627172518173798,0.8903507548387397,0.9587563053016328,0.9472102930439101,0.17189838088380419,0.9587563053016328,0.17189838088380419,0.17189838088380419,0.9587563053016328,0.9599146303362347,0.17189838088380419,0.9587563053016328,0.17189838088380419,0.4361681467272323
290,290,edisonn290.xlsx,GMM,5000,10,35,2:40,gamma,0.3,1,500,0,290,290,0.959458452771154,0.8138430308175865,0.9544234454390302,0.9309163365823787,0.17070972978475787,0.17070972978475787,0.17070972978475787,0.17070972978475787,0.9544234454390302,0.9569487222959108,0.17070972978475787,0.9577155220853406,0.17070972978475787,0.1707097297847578
