index,N_object,Name,Algoritmos de clustering,samples,n_feats,k_real,k_GMM,distributions,compactness_factor,alpha_n,outliers,add_noise,level_0,index,silluette,bh,rtl,sd,db,xb,ch,dnn,mr,pb,rt,wg,c,UW
156,156,edisonn156.xlsx,GMM,5000,10,2,2:40,gamma,0.1,1,500,0,156,156,0.454969168242685,0.5781021364819401,0.45303192377111173,0.39340336430178463,0.6321310470236994,0.45303192377111173,0.5221201042952232,0.454969168242685,0.45303192377111173,0.45303192377111173,0.9661717059285935,0.9661717059285935,0.45327545298471383,0.8257287694188289
157,157,edisonn157.xlsx,GMM,5000,10,2,2:40,gamma,0.1,5,500,0,157,157,0.8313869348961832,0.860770142253198,0.8276039301777062,0.8032441137400851,0.8765417648255334,0.8276039301777062,0.8537433381693627,0.8313869348961832,0.8276039301777062,0.8276039301777062,0.9656517794506176,0.9656517794506176,0.8282432585817774,0.5102459695848294
158,158,edisonn158.xlsx,GMM,5000,10,2,2:40,gamma,0.3,1,500,0,158,158,0.38697081993245497,0.4626168912418055,0.3764419693013328,0.3246445351407177,0.5044103874664907,0.3764419693013328,0.44089239925667756,0.38697081993245497,0.3764419693013328,0.3764419693013328,0.8089770143245701,0.8089770143245701,0.37464519453383,0.6972369288411274
159,159,edisonn159.xlsx,GMM,5000,10,2,2:40,gamma,0.3,5,500,0,159,159,0.6447526086647997,0.7237124460095639,0.5924394207191562,0.5109512872231172,0.8753629575927458,0.5924394207191562,0.7174651263294954,0.6447526086647997,0.5924394207191562,0.5924394207191562,0.9655405606362081,0.9655405606362081,0.5928460423593338,0.5102459695848294
160,160,edisonn160.xlsx,GMM,5000,10,3,2:40,gamma,0.1,1,500,0,160,160,0.7319077163237472,0.8806294062550961,0.7400039616223372,1.0,0.8806294062550961,1.0,1.0,0.7409198420348864,0.791665360648533,0.7409198420348864,1.0,1.0,0.791665360648533,0.7409198420348865
161,161,edisonn161.xlsx,GMM,5000,10,3,2:40,gamma,0.1,5,500,0,161,161,0.9061654385735374,0.8718570527064985,0.8989881635788656,0.9999999999999998,0.8718570527064985,0.9999999999999998,0.9999999999999998,0.7068895045445652,0.9106281169882281,0.7068895045445652,0.9999999999999998,0.9999999999999998,0.9106281169882281,0.7068895045445658
162,162,edisonn162.xlsx,GMM,5000,10,3,2:40,gamma,0.3,1,500,0,162,162,0.6099565283605084,0.8733322069732314,0.5817902585757356,0.9944189716981732,0.8733322069732314,0.9944189716981732,0.9944189716981732,0.7333409206754407,0.6308489208464634,0.7333409206754407,0.9944189716981732,0.9944189716981732,0.6308489208464634,0.7864593965596097
163,163,edisonn163.xlsx,GMM,5000,10,3,2:40,gamma,0.3,5,500,0,163,163,0.9063773939699206,0.8718570527064985,0.7965110932444539,0.9999999999999998,0.8718570527064985,0.9999999999999998,0.9999999999999998,0.7068895045445652,0.9103204623526143,0.7068895045445652,0.9999999999999998,0.9999999999999998,0.9103204623526143,0.7068895045445658
164,164,edisonn164.xlsx,GMM,5000,10,4,2:40,gamma,0.1,1,500,0,164,164,0.8133731249508465,0.858939161224362,0.7541565358614949,0.9412685792919296,0.858939161224362,0.9412685792919296,0.9412685792919296,0.5728224596461617,0.8168064445848624,0.5728224596461617,0.9412685792919296,0.9412685792919296,0.8168064445848624,0.5728224596461617
165,165,edisonn165.xlsx,GMM,5000,10,4,2:40,gamma,0.1,5,500,0,165,165,0.9264048221881779,0.8458108457177375,0.9197574548780632,0.9413038442334032,0.8458108457177375,0.9413038442334032,0.9413038442334032,0.6472039201476806,0.9305192808253395,0.6472039201476806,0.9413038442334032,0.9413038442334032,0.9305192808253395,0.9413038442334034
166,166,edisonn166.xlsx,GMM,5000,10,4,2:40,gamma,0.3,1,500,0,166,166,0.6771465410843459,0.8554261866836701,0.6468076986242548,0.9400422860006148,0.8554261866836701,0.9400422860006148,0.9400422860006148,0.5728224596461617,0.6871855321059361,0.5728224596461617,0.9400422860006148,0.9400422860006148,0.6871855321059361,0.8665762182325378
167,167,edisonn167.xlsx,GMM,5000,10,4,2:40,gamma,0.3,5,500,0,167,167,0.9260870958744133,0.8458108457177375,0.9194865630298327,0.9413038442334032,0.8458108457177375,0.9413038442334032,0.9413038442334032,0.6472039201476806,0.9301442221406168,0.6472039201476806,0.9413038442334032,0.9413038442334032,0.9301442221406168,0.6472039201476805
168,168,edisonn168.xlsx,GMM,5000,10,5,2:40,gamma,0.1,1,500,0,168,168,0.8944480310122639,0.7762311442600269,0.9282649354269171,0.8734935182651572,0.7762311442600269,0.8734935182651572,0.8734935182651572,0.601030699959214,0.8988026211235834,0.601030699959214,0.8734935182651572,0.8734935182651572,0.8988026211235834,0.5768114750956438
169,169,edisonn169.xlsx,GMM,5000,10,5,2:40,gamma,0.1,5,500,0,169,169,0.9339448617106154,0.731170030308161,0.9278055160662139,0.8335036051359923,0.731170030308161,0.8335036051359923,0.8335036051359923,0.3098427657188141,0.937961480985769,0.3098427657188141,0.8335036051359923,0.8335036051359923,0.937961480985769,0.3098427657188143
170,170,edisonn170.xlsx,GMM,5000,10,5,2:40,gamma,0.3,1,500,0,170,170,1.0,1.0,0.7462473528323815,0.91926831589918,1.0,0.8045663684573313,1.0,0.8045663684573313,0.981602648024845,0.7462473528323815,1.0,1.0,0.981602648024845,0.88271792225687
171,171,edisonn171.xlsx,GMM,5000,10,5,2:40,gamma,0.3,5,500,0,171,171,0.9373344395854395,0.9373344395854395,0.9250987546651476,0.9575395707721156,0.9373344395854395,0.5338349116844419,0.9373344395854395,0.5338349116844419,0.9266304777165587,0.9250987546651476,0.9373344395854395,0.9373344395854395,0.9266304777165587,0.3098427657188143
172,172,edisonn172.xlsx,GMM,5000,10,6,2:40,gamma,0.1,1,500,0,172,172,0.9530524602543212,0.9530524602543212,0.9304248297996675,0.9651926502411909,0.9530524602543212,0.6730221554658724,0.9530524602543212,0.6730221554658724,1.0,0.9304248297996675,0.9530524602543212,0.9530524602543212,1.0,0.5019186844795482
173,173,edisonn173.xlsx,GMM,5000,10,6,2:40,gamma,0.1,5,500,0,173,173,0.9618516101214876,0.9618516101214876,0.9291215337023504,0.9648157249217179,0.9618516101214876,0.6898329806999935,0.9618516101214876,0.6898329806999935,0.9439446181907586,0.9291215337023504,0.9618516101214876,0.9618516101214876,0.9439446181907586,0.2998784320214733
174,174,edisonn174.xlsx,GMM,5000,10,6,2:40,gamma,0.3,1,500,0,174,174,0.9530524602543211,0.9530524602543211,0.7371867688410938,0.88320165436242,0.9530524602543211,0.7669980037393925,0.9530524602543211,0.7669980037393925,0.9354060529851171,0.7371867688410938,0.9530524602543211,0.9530524602543211,0.9354060529851171,0.9462383205522495
175,175,edisonn175.xlsx,GMM,5000,10,6,2:40,gamma,0.3,5,500,0,175,175,0.9618516101214876,0.9618516101214876,0.9291704900199661,0.964889656490477,0.9618516101214876,0.6898329806999935,0.9618516101214876,0.6898329806999935,1.0,0.9291704900199661,0.9618516101214876,0.9618516101214876,1.0,0.2998784320214733
176,176,edisonn176.xlsx,GMM,5000,10,7,2:40,gamma,0.1,1,500,0,176,176,0.8886084255983313,0.8886084255983313,0.9053620879337714,0.974370402922289,0.8886084255983313,0.7285977190068323,0.8886084255983313,0.7285977190068323,0.8794966339138263,0.9053620879337714,0.8886084255983313,0.8886084255983313,0.8794966339138263,0.4998503440363063
177,177,edisonn177.xlsx,GMM,5000,10,7,2:40,gamma,0.1,5,500,0,177,177,0.9427519611071316,0.9427519611071316,0.9352316945583191,0.9742265894287667,0.9427519611071316,0.7319502982881705,0.9427519611071316,0.7319502982881705,0.9753693876883582,0.9352316945583191,0.9427519611071316,0.9427519611071316,0.9753693876883582,0.2801111310092506
178,178,edisonn178.xlsx,GMM,5000,10,7,2:40,gamma,0.3,1,500,0,178,178,0.9499951678183596,0.9499951678183596,0.7972126548076576,0.9480445014612539,0.9499951678183596,0.7285977190068323,0.9499951678183596,0.7285977190068323,0.9780786954226408,0.7972126548076576,0.9499951678183596,0.9499951678183596,0.9780786954226408,0.9232055011640126
179,179,edisonn179.xlsx,GMM,5000,10,7,2:40,gamma,0.3,5,500,0,179,179,0.9359557003186052,0.9359557003186052,0.9357203210496955,0.9742287903771654,0.9359557003186052,0.6605136291422813,0.9359557003186052,0.6605136291422813,0.9753693876883581,0.9357203210496955,0.9359557003186052,0.9359557003186052,0.9753693876883581,0.2801111310092506
180,180,edisonn180.xlsx,GMM,5000,10,8,2:40,gamma,0.1,1,500,0,180,180,0.9400270646592445,0.9676507756624579,0.9165971918365331,0.9566578549834722,0.9676507756624579,0.9676507756624579,0.9676507756624579,0.6053885322640264,0.9165971918365331,0.43857456931779903,0.9676507756624579,0.9676507756624579,0.9165971918365331,0.7727986546836729
181,181,edisonn181.xlsx,GMM,5000,10,8,2:40,gamma,0.1,5,500,0,181,181,0.9400384227481355,0.957437226565805,0.9376207235115155,0.9550905055499589,0.957437226565805,0.957437226565805,0.957437226565805,0.657167549415303,0.9376207235115155,0.49868611783343536,0.957437226565805,0.957437226565805,0.9376207235115155,0.4827960252417501
182,182,edisonn182.xlsx,GMM,5000,10,8,2:40,gamma,0.3,1,500,0,182,182,0.8179198951733042,1.0,0.8025817868799995,0.8807906192524798,1.0,1.0,1.0,0.5886931444810461,0.8025817868799995,0.43857456931779903,1.0,1.0,0.8025817868799995,0.4406145857325879
183,183,edisonn183.xlsx,GMM,5000,10,8,2:40,gamma,0.3,5,500,0,183,183,0.9397249599984344,0.9261533106224901,0.9374523449605181,0.9553099020563391,0.9261533106224901,0.9261533106224901,0.9261533106224901,0.657167549415303,0.9374523449605181,0.49868611783343536,0.9261533106224901,0.9261533106224901,0.9374523449605181,0.6283348636971733
184,184,edisonn184.xlsx,GMM,5000,10,9,2:40,gamma,0.1,1,500,0,184,184,0.9434030689585984,0.9358196002621134,0.9411837757540948,0.9596577291515657,0.9358196002621134,0.9358196002621134,0.9358196002621134,0.51245397923466,0.9411837757540948,0.250964032088254,0.9358196002621134,0.9358196002621134,0.9411837757540948,0.2509640320882548
185,185,edisonn185.xlsx,GMM,5000,10,9,2:40,gamma,0.1,5,500,0,185,185,0.9450590337236298,0.9889682191775641,0.9426408845070435,0.9607302024186163,0.9889682191775641,0.9889682191775641,0.9889682191775641,0.5958774278948031,0.9426408845070435,0.24684289035880083,0.9889682191775641,0.9889682191775641,0.9426408845070435,0.8408638196605913
186,186,edisonn186.xlsx,GMM,5000,10,9,2:40,gamma,0.3,1,500,0,186,186,0.8478273101963355,0.934667361652636,0.8445016268544233,0.9318749867713334,0.934667361652636,0.934667361652636,0.934667361652636,0.46611679031611686,0.8445016268544233,0.250964032088254,0.934667361652636,0.934667361652636,0.8445016268544233,0.604769367813628
187,187,edisonn187.xlsx,GMM,5000,10,9,2:40,gamma,0.3,5,500,0,187,187,0.9448280138939973,0.9518409666310128,0.9423667813142249,0.9610559480199709,0.9518409666310128,0.9518409666310128,0.9518409666310128,0.5777279810118694,0.9423667813142249,0.24684289035880083,0.9518409666310128,0.9518409666310128,0.9423667813142249,0.7438339287431468
188,188,edisonn188.xlsx,GMM,5000,10,10,2:40,gamma,0.1,1,500,0,188,188,0.9483995494238784,0.8946432478398115,0.9459202705272423,0.9653852909027912,0.8946432478398115,0.8946432478398115,0.8946432478398115,0.574627444146421,0.9459202705272423,0.46558365254264833,0.8946432478398115,0.8946432478398115,0.9459202705272423,0.4093117809006844
189,189,edisonn189.xlsx,GMM,5000,10,10,2:40,gamma,0.1,5,500,0,189,189,0.9484744622291233,0.9687786911951928,0.9463516383921122,0.965405102906084,0.9687786911951928,0.9687786911951928,0.9687786911951928,0.6425046556995057,0.9463516383921122,0.4595373505422311,0.9687786911951928,0.9687786911951928,0.9463516383921122,0.2372782651954215
190,190,edisonn190.xlsx,GMM,5000,10,10,2:40,gamma,0.3,1,500,0,190,190,0.9280325358008881,0.9700151407639273,0.8555157569306231,0.9050280085708236,0.9700151407639273,0.23623141575050552,0.9700151407639273,0.23623141575050552,0.9050280085708236,0.8684599139080064,0.23623141575050552,0.9700151407639273,0.23623141575050552,0.5304460088472868
191,191,edisonn191.xlsx,GMM,5000,10,10,2:40,gamma,0.3,5,500,0,191,191,0.9599555769188456,0.9471059607881332,0.9435288592452286,0.9557051482243085,0.9471059607881332,0.4595373505422311,0.9471059607881332,0.4595373505422311,0.9557051482243085,0.9448603654083727,0.4595373505422311,0.9471059607881332,0.4595373505422311,0.2372782651954215
192,192,edisonn192.xlsx,GMM,5000,10,11,2:40,gamma,0.1,1,500,0,192,192,0.9639327598866677,0.9544259853690747,0.9470225468866826,0.9597436342435456,0.9544259853690747,0.4335416620690197,0.9544259853690747,0.4335416620690197,0.9597436342435456,0.9480818970233671,0.4335416620690197,0.9544259853690747,0.4335416620690197,0.7712608220003074
193,193,edisonn193.xlsx,GMM,5000,10,11,2:40,gamma,0.1,5,500,0,193,193,0.9641250304917789,0.9579127953741178,0.9469326773553925,0.9595512240513288,0.9579127953741178,0.22904703472409713,0.9579127953741178,0.22904703472409713,0.9595512240513288,0.9475304247562845,0.22904703472409713,0.9579127953741178,0.22904703472409713,0.2290470347240979
194,194,edisonn194.xlsx,GMM,5000,10,11,2:40,gamma,0.3,1,500,0,194,194,0.9458664623014787,0.9542443670559325,0.9104051919001769,0.9321186109562725,0.9542443670559325,0.3704040452430613,0.9542443670559325,0.3704040452430613,0.9321186109562725,0.9112457115814329,0.3704040452430613,0.9542443670559325,0.3704040452430613,0.4227748242892956
195,195,edisonn195.xlsx,GMM,5000,10,11,2:40,gamma,0.3,5,500,0,195,195,0.9638723319490621,0.9600205895284123,0.9464679032262485,0.9591288018772638,0.9600205895284123,0.22904703472409713,0.9600205895284123,0.22904703472409713,0.9591288018772638,0.9474116897741979,0.22904703472409713,0.9600205895284123,0.22904703472409713,0.2290470347240979
196,196,edisonn196.xlsx,GMM,5000,10,12,2:40,gamma,0.1,1,500,0,196,196,0.9671655186389384,0.9756013349706067,0.9486969901141222,0.9619331966437437,0.9756013349706067,0.3664566175903504,0.9756013349706067,0.3664566175903504,0.9619331966437437,0.9498352291853891,0.3664566175903504,0.9756013349706067,0.3664566175903504,0.4203475420799353
197,197,edisonn197.xlsx,GMM,5000,10,12,2:40,gamma,0.1,5,500,0,197,197,0.9507047919322116,0.9673981092894579,0.9492829514240821,0.9624451606135496,0.9673981092894579,0.22261288033840806,0.9673981092894579,0.22261288033840806,0.9624451606135496,0.9503164935080656,0.22261288033840806,0.9673981092894579,0.22261288033840806,0.2226128803384087
198,198,edisonn198.xlsx,GMM,5000,10,12,2:40,gamma,0.3,1,500,0,198,198,0.9585382742905407,0.9723956332221386,0.8605826575143115,0.9444503234982654,0.9723956332221386,0.3664566175903504,0.9723956332221386,0.3664566175903504,0.9444503234982654,0.8638531905435515,0.3664566175903504,0.9723956332221386,0.3664566175903504,0.6415117614349024
199,199,edisonn199.xlsx,GMM,5000,10,12,2:40,gamma,0.3,5,500,0,199,199,0.9672523326529674,0.941303695570127,0.949187705886505,0.9621451258445891,0.941303695570127,0.22261288033840806,0.941303695570127,0.22261288033840806,0.9621451258445891,0.9502477298740085,0.22261288033840806,0.941303695570127,0.22261288033840806,0.2226128803384087
200,200,edisonn200.xlsx,GMM,5000,10,13,2:40,gamma,0.1,1,500,0,200,200,0.9280325358008881,0.9700151407639273,0.8555157569306231,0.9050280085708236,0.9700151407639273,0.23623141575050552,0.9700151407639273,0.23623141575050552,0.9050280085708236,0.8684599139080064,0.23623141575050552,0.9700151407639273,0.23623141575050552,0.6563796853469508
201,201,edisonn201.xlsx,GMM,5000,10,13,2:40,gamma,0.1,5,500,0,201,201,0.9599555769188456,0.9471059607881332,0.9435288592452286,0.9557051482243085,0.9471059607881332,0.4595373505422311,0.9471059607881332,0.4595373505422311,0.9557051482243085,0.9448603654083727,0.4595373505422311,0.9471059607881332,0.4595373505422311,0.2204236654065917
202,202,edisonn202.xlsx,GMM,5000,10,13,2:40,gamma,0.3,1,500,0,202,202,0.9639327598866677,0.9544259853690747,0.9470225468866826,0.9597436342435456,0.9544259853690747,0.4335416620690197,0.9544259853690747,0.4335416620690197,0.9597436342435456,0.9480818970233671,0.4335416620690197,0.9544259853690747,0.4335416620690197,0.8966741683935714
203,203,edisonn203.xlsx,GMM,5000,10,13,2:40,gamma,0.3,5,500,0,203,203,0.9641250304917789,0.9579127953741178,0.9469326773553925,0.9595512240513288,0.9579127953741178,0.22904703472409713,0.9579127953741178,0.22904703472409713,0.9595512240513288,0.9475304247562845,0.22904703472409713,0.9579127953741178,0.22904703472409713,0.2204236654065917
204,204,edisonn204.xlsx,GMM,5000,10,14,2:40,gamma,0.1,1,500,0,204,204,0.9458664623014787,0.9542443670559325,0.9104051919001769,0.9321186109562725,0.9542443670559325,0.3704040452430613,0.9542443670559325,0.3704040452430613,0.9321186109562725,0.9112457115814329,0.3704040452430613,0.9542443670559325,0.3704040452430613,0.2146534861928384
205,205,edisonn205.xlsx,GMM,5000,10,14,2:40,gamma,0.1,5,500,0,205,205,0.9638723319490621,0.9600205895284123,0.9464679032262485,0.9591288018772638,0.9600205895284123,0.22904703472409713,0.9600205895284123,0.22904703472409713,0.9591288018772638,0.9474116897741979,0.22904703472409713,0.9600205895284123,0.22904703472409713,0.2168704153546647
206,206,edisonn206.xlsx,GMM,5000,10,14,2:40,gamma,0.3,1,500,0,206,206,0.9671655186389384,0.9756013349706067,0.9486969901141222,0.9619331966437437,0.9756013349706067,0.3664566175903504,0.9756013349706067,0.3664566175903504,0.9619331966437437,0.9498352291853891,0.3664566175903504,0.9756013349706067,0.3664566175903504,0.2146534861928384
207,207,edisonn207.xlsx,GMM,5000,10,14,2:40,gamma,0.3,5,500,0,207,207,0.9507047919322116,0.9673981092894579,0.9492829514240821,0.9624451606135496,0.9673981092894579,0.22261288033840806,0.9673981092894579,0.22261288033840806,0.9624451606135496,0.9503164935080656,0.22261288033840806,0.9673981092894579,0.22261288033840806,0.2168704153546647
208,208,edisonn208.xlsx,GMM,5000,10,15,2:40,gamma,0.1,1,500,0,208,208,0.9585382742905407,0.9723956332221386,0.8605826575143115,0.9444503234982654,0.9723956332221386,0.3664566175903504,0.9723956332221386,0.3664566175903504,0.9444503234982654,0.8638531905435515,0.3664566175903504,0.9723956332221386,0.3664566175903504,0.3847395236088978
209,209,edisonn209.xlsx,GMM,5000,10,15,2:40,gamma,0.1,5,500,0,209,209,0.9672523326529674,0.941303695570127,0.949187705886505,0.9621451258445891,0.941303695570127,0.22261288033840806,0.941303695570127,0.22261288033840806,0.9621451258445891,0.9502477298740085,0.22261288033840806,0.941303695570127,0.22261288033840806,0.9630162128930336
210,210,edisonn210.xlsx,GMM,5000,10,15,2:40,gamma,0.3,1,500,0,210,210,0.9229890012970615,0.9807365548024215,0.920449983956383,0.924126834686162,0.9267325268455611,0.9287621486983861,0.9878470484613765,0.4751488626988785,0.9271939863164135,0.9087666428267133,0.9287621486983861,0.9287621486983861,0.9271939863164135,0.3573055909313846
211,211,edisonn211.xlsx,GMM,5000,10,15,2:40,gamma,0.3,5,500,0,211,211,0.9534792348412003,0.9533706415517575,0.9513735229075645,0.9545697020359944,0.9277285394810127,0.9581590434697502,0.9570783352121283,0.521149040455121,0.956821461282277,0.9504507438057561,0.9581590434697502,0.9581590434697502,0.956821461282277,0.4076311908685853
212,212,edisonn212.xlsx,GMM,5000,10,16,2:40,gamma,0.1,1,500,0,212,212,0.9537730444305107,0.9603448042887106,0.9517129464410333,0.9546147578492638,0.8931586445796148,0.9589042664269152,0.9650950973343276,0.4962931490294884,0.9575012262632048,0.9505579544320221,0.9589042664269152,0.9589042664269152,0.9575012262632048,0.3780181494828621
213,213,edisonn213.xlsx,GMM,5000,10,16,2:40,gamma,0.1,5,500,0,213,213,0.9558554145013856,0.9712625900080615,0.9540281646575633,0.9571333729585605,0.9474683396815055,0.9609008511041476,0.9652338886639539,0.4230346708174023,0.9597105110763919,0.9532129018380012,0.9609008511041476,0.9609008511041476,0.9597105110763919,0.2025549104739699
214,214,edisonn214.xlsx,GMM,5000,10,16,2:40,gamma,0.3,1,500,0,214,214,0.9188784378711484,0.9710285045337909,0.9072771879525012,0.9258108598984524,0.9048764041333167,0.9413181623533655,0.9620328565649989,0.4962931490294884,0.9289464348645325,0.9063203984015492,0.9413181623533655,0.9413181623533655,0.9289464348645325,0.3560876545824014
215,215,edisonn215.xlsx,GMM,5000,10,16,2:40,gamma,0.3,5,500,0,215,215,0.9558419489430017,0.9719036139612951,0.9539427052346787,0.9568934576206866,0.923501707595362,0.9606974126420815,0.96588354402134,0.4230346708174023,0.9592110602486058,0.9528734367693582,0.9606974126420815,0.9606974126420815,0.9592110602486058,0.2025549104739699
216,216,edisonn216.xlsx,GMM,5000,10,17,2:40,gamma,0.1,1,500,0,216,216,0.9558943939853494,0.9509489004701851,0.9537430158137358,0.9571268436662974,0.9098803730283839,0.9613804981357806,0.9558902785781604,0.42793603109126893,0.9598663390777122,0.9526297157203378,0.9613804981357806,0.9613804981357806,0.9598663390777122,0.506393881328198
217,217,edisonn217.xlsx,GMM,5000,10,17,2:40,gamma,0.1,5,500,0,217,217,0.9577662039401856,0.9666362075431548,0.9559580112945927,0.9588858068580932,0.8994995086691094,0.9631757042942161,0.9571929493320227,0.5067967759193641,0.9617474922235109,0.9549040295650273,0.9631757042942161,0.9631757042942161,0.9617474922235109,0.1984063514678986
218,218,edisonn218.xlsx,GMM,5000,10,17,2:40,gamma,0.3,1,500,0,218,218,0.9559211163307173,0.9646163833560336,0.9539929349617677,0.957194283432231,0.909834388054831,0.9615547821068766,0.955654333566931,0.502227039877078,0.9597588997350979,0.9419909065220847,0.9615547821068766,0.9615547821068766,0.9597588997350979,0.4832639993485343
219,219,edisonn219.xlsx,GMM,5000,10,17,2:40,gamma,0.3,5,500,0,219,219,0.9579577798413604,0.9623248931683256,0.9559391968720681,0.9590047194555031,0.9437282243717641,0.9630766039566088,0.9545821285529099,0.5067967759193641,0.961714913117626,0.9546413526018136,0.9630766039566088,0.9630766039566088,0.961714913117626,0.1984063514678986
220,220,edisonn220.xlsx,GMM,5000,10,18,2:40,gamma,0.1,1,500,0,220,220,0.9680398295336616,0.9022969001640755,0.9550347750483669,0.9532808653957863,0.9022969001640755,0.9022969001640755,0.9680398295336616,0.5373655961933425,0.9541747003010868,0.4751336491436182,0.9625282122533709,0.9550347750483669,0.9541747003010868,0.4751336491436182
221,221,edisonn221.xlsx,GMM,5000,10,18,2:40,gamma,0.1,5,500,0,221,221,0.9704013024831729,0.9257474091798074,0.9541384500684488,0.9524384429480088,0.9257474091798074,0.9257474091798074,0.9704013024831729,0.615104305161206,0.9530463419325927,0.4797352407902315,0.961600189201165,0.9541384500684488,0.9530463419325927,0.1966282605814688
222,222,edisonn222.xlsx,GMM,5000,10,18,2:40,gamma,0.3,1,500,0,222,222,0.9665648551723538,0.9215351323211813,0.9288992540605726,0.9174071943486397,0.9215351323211813,0.9215351323211813,0.9665648551723538,0.6102305712951304,0.9198371545154006,0.4751336491436182,0.9573381607995931,0.9288992540605726,0.9198371545154006,0.6922104876861122
223,223,edisonn223.xlsx,GMM,5000,10,18,2:40,gamma,0.3,5,500,0,223,223,0.9703129910568979,0.9265260786619356,0.9540374488796,0.9523474110837309,0.9265260786619356,0.9265260786619356,0.9703129910568979,0.6185135908004238,0.9532660310872606,0.4531273123060617,0.961591095846068,0.9540374488796,0.9532660310872606,0.1966282605814688
224,224,edisonn224.xlsx,GMM,5000,10,19,2:40,gamma,0.1,1,500,0,224,224,0.9705811850194662,0.8891320975242365,0.9553101885235579,0.9536658708971697,0.8891320975242365,0.8891320975242365,0.9705811850194662,0.6132157204981927,0.9544142675195245,0.4828910876601133,0.9637275558249297,0.9553101885235579,0.9544142675195245,0.3842299609425652
225,225,edisonn225.xlsx,GMM,5000,10,19,2:40,gamma,0.1,5,500,0,225,225,0.9697527059205078,0.9278762223303342,0.9544041933634106,0.952661413973418,0.9278762223303342,0.9278762223303342,0.9697527059205078,0.5976187238188223,0.9533202593022869,0.49219470723812303,0.9625071766378206,0.9544041933634106,0.9533202593022869,0.3925135881428788
226,226,edisonn226.xlsx,GMM,5000,10,19,2:40,gamma,0.3,1,500,0,226,226,0.9629006168440376,0.8786512169696021,0.9472710769004525,0.9453300370225146,0.8786512169696021,0.8786512169696021,0.9629006168440376,0.465116596023773,0.9464599349018499,0.4577867266334014,0.9567057765308753,0.9472710769004525,0.9464599349018499,0.3819261223214832
227,227,edisonn227.xlsx,GMM,5000,10,19,2:40,gamma,0.3,5,500,0,227,227,0.9699535692521424,0.8979293837547108,0.9543483605568052,0.9523493074473035,0.8979293837547108,0.8979293837547108,0.9699535692521424,0.6101796115460235,0.953334241152512,0.49757830078928644,0.9629128269088976,0.9543483605568052,0.953334241152512,0.3925135881428788
228,228,edisonn228.xlsx,GMM,5000,10,20,2:40,gamma,0.1,1,500,0,228,228,0.9773357947355359,0.9168802459225774,0.9574954071507219,0.9555644900357657,0.9168802459225774,0.9168802459225774,0.9773357947355359,0.5516841827791656,0.9566908435777841,0.467761311671642,0.9662565268422185,0.9574954071507219,0.9566908435777841,0.1900224775561807
229,229,edisonn229.xlsx,GMM,5000,10,20,2:40,gamma,0.1,5,500,0,229,229,0.9771794778319199,0.8888413037733707,0.9582312433254637,0.9564989310695519,0.8888413037733707,0.8888413037733707,0.9771794778319199,0.6175630693526074,0.9573058968672431,0.481317865935953,0.9667968561128897,0.9582312433254637,0.9573058968672431,0.9667905358314628
230,230,edisonn230.xlsx,GMM,5000,10,20,2:40,gamma,0.3,1,500,0,230,230,0.9617818485398086,0.9853919738694411,0.9246436174244567,0.922721084522949,0.19002247755617924,0.9617818485398086,0.19002247755617924,0.19002247755617924,0.9236538710783601,0.9326516257472783,0.19002247755617924,0.9597757691543772,0.19002247755617924,0.1900224775561807
231,231,edisonn231.xlsx,GMM,5000,10,20,2:40,gamma,0.3,5,500,0,231,231,0.9704957057488676,0.9713131672742777,0.9568438189482384,0.9549706916162426,0.187311689663048,0.9704957057488676,0.187311689663048,0.187311689663048,0.9557296326150383,0.9582193926492868,0.187311689663048,0.968808969713623,0.187311689663048,0.8434376399128334
232,232,edisonn232.xlsx,GMM,5000,10,21,2:40,gamma,0.1,1,500,0,232,232,0.9658945451374792,0.964417958765374,0.9564600405299757,0.955080153127303,0.18810025276467776,0.9658945451374792,0.18810025276467776,0.18810025276467776,0.9556937301468567,0.958657618768775,0.18810025276467776,0.9699005944275986,0.18810025276467776,0.1890491275516122
233,233,edisonn233.xlsx,GMM,5000,10,21,2:40,gamma,0.1,5,500,0,233,233,0.9625414799647344,0.9755213091014522,0.9551907361186909,0.9536503524921689,0.19269217104244568,0.9625414799647344,0.19269217104244568,0.19269217104244568,0.9542992938274206,0.9569300220423842,0.19269217104244568,0.9689364065709434,0.19269217104244568,0.1926921710424461
234,234,edisonn234.xlsx,GMM,5000,10,21,2:40,gamma,0.3,1,500,0,234,234,0.9722394834475779,0.9818094504053985,0.9520111265816354,0.9501584306233313,0.18863778138563406,0.9722394834475779,0.18863778138563406,0.18863778138563406,0.9509492679594947,0.9538977993532618,0.18863778138563406,0.9703249035469856,0.18863778138563406,0.5678131424849565
235,235,edisonn235.xlsx,GMM,5000,10,21,2:40,gamma,0.3,5,500,0,235,235,0.9715422948021388,0.9620809009496959,0.9550535895041103,0.9533483389483199,0.19269217104244568,0.9715422948021388,0.19269217104244568,0.19269217104244568,0.9542084405083942,0.9570211505437565,0.19269217104244568,0.9694435806739484,0.19269217104244568,0.1926921710424461
